CHR	TSS	Gene-Symbol	Category	Strand	TS_ID	bigCategory	ID	DukeUq	RepeatMaskerFrac	geneGC
chr19	36103672	HAUS5	WGS	1	HAUS5	WGS	chr19_36102672_36104672	0.963667	0.314	0.5545
chr19	36119951	RBM42	WGS	1	RBM42	WGS	chr19_36118951_36120951	0.922958	0.2435	0.538
chr19	36132647	ETV2	WGS	1	ETV2	WGS	chr19_36131647_36133647	0.89375	0.459	0.545
chr19	36139125	COX6B1	WGS	1	COX6B1	WGS	chr19_36138125_36140125	0.89625	0.5295	0.5245
chr19	36157715	UPK1A	WGS	1	UPK1A	WGS	chr19_36156715_36158715	0.845333	0.539	0.556
chr19	36195429	ZBTB32	WGS	1	ZBTB32	WGS	chr19_36194429_36196429	0.797625	0.393	0.5515
chr19	36208921	KMT2B	WGS	1	KMT2B	WGS	chr19_36207921_36209921	1	0.131	0.729
chr19	36233348	IGFLR1	WGS	-1	IGFLR1	WGS	chr19_36232348_36234348	0.777	0.5675	0.5185
chr19	36236346	U2AF1L4	WGS	-1	U2AF1L4	WGS	chr19_36235346_36237346	1	0.158	0.5685
chr19	36236015	PSENEN	WGS	1	PSENEN	WGS	chr19_36235015_36237015	1	0.081	0.579
chr19	36239262	LIN37	WGS	1	LIN37	WGS	chr19_36238262_36240262	0.920417	0.4195	0.507
chr19	36248980	HSPB6	WGS	-1	HSPB6	WGS	chr19_36247980_36249980	0.94975	0.2935	0.5805
chr19	36249054	C19orf55	WGS	1	C19orf55	WGS	chr19_36248054_36250054	0.94975	0.3265	0.58
chr19	36266477	ARHGAP33	WGS	1	ARHGAP33	WGS	chr19_36265477_36267477	0.986625	0.399	0.6225
chr19	36304201	PRODH2	WGS	-1	PRODH2	WGS	chr19_36303201_36305201	0.851708	0.6015	0.5105
chr19	36342739	NPHS1	WGS	-1	NPHS1	WGS	chr19_36341739_36343739	0.972042	0.235	0.581
chr19	36347824	KIRREL2	WGS	1	KIRREL2	WGS	chr19_36346824_36348824	0.973792	0.1255	0.6205
chr19	36359347	APLP1	WGS	1	APLP1	WGS	chr19_36358347_36360347	0.957792	0.237	0.62
chr19	36391552	NFKBID	WGS	-1	NFKBID	WGS	chr19_36390552_36392552	0.917417	0.3085	0.6035
chr19	36393382	HCST	WGS	1	HCST	WGS	chr19_36392382_36394382	0.903417	0.6425	0.535
chr19	36399197	TYROBP	WGS	-1	TYROBP	WGS	chr19_36398197_36400197	0.90925	0.3145	0.5535
chr19	36426452	LRFN3	WGS	1	LRFN3	WGS	chr19_36425452_36427452	0.894042	0.677	0.538
chr19	36486090	SDHAF1	WGS	1	SDHAF1	WGS	chr19_36485090_36487090	0.964417	0.158	0.628
chr19	36499695	SYNE4	WGS	-1	SYNE4	WGS	chr19_36498695_36500695	0.949708	0.126	0.613
chr19	36505141	ALKBH6	WGS	-1	ALKBH6	WGS	chr19_36504141_36506141	1	0	0.575
chr19	36523795	CLIP3	WGS	-1	CLIP3	WGS	chr19_36522795_36524795	0.976333	0.273	0.6
chr19	36545664	THAP8	WGS	-1	THAP8	WGS	chr19_36544664_36546664	1	0.044	0.605
chr19	36545839	WDR62	WGS	1	WDR62	WGS	chr19_36544839_36546839	0.989	0.0235	0.595
chr19	36602105	OVOL3	WGS	1	OVOL3	WGS	chr19_36601105_36603105	0.852458	0.358	0.5505
chr19	36606248	POLR2I	WGS	-1	POLR2I	WGS	chr19_36605248_36607248	1	0.053	0.6295
chr19	36605888	TBCB	WGS	1	TBCB	WGS	chr19_36604888_36606888	1	0	0.6405
chr19	36630477	CAPNS1	WGS	1	CAPNS1	WGS	chr19_36629477_36631477	0.895625	0.326	0.5655
chr19	36643771	COX7A1	WGS	-1	COX7A1	WGS	chr19_36642771_36644771	0.925875	0.4295	0.551
chr19	36705983	ZNF565	WGS	-1	ZNF565	WGS	chr19_36704983_36706983	1	0.052	0.5295
chr19	36705504	ZNF146	WGS	1	ZNF146	WGS	chr19_36704504_36706504	0.959375	0.1435	0.558
chr19	36870101	ZFP14	WGS	-1	ZFP14	WGS	chr19_36869101_36871101	0.940792	0.3515	0.5415
chr19	36909558	ZFP82	WGS	-1	ZFP82	WGS	chr19_36908558_36910558	0.938708	0.444	0.5575
chr19	36980463	ZNF566	WGS	-1	ZNF566	WGS	chr19_36979463_36981463	0.959	0.195	0.5225
chr19	37019562	ZNF260	WGS	-1	ZNF260	WGS	chr19_37018562_37020562	0.992583	0.015	0.5205
chr19	37064154	ZNF529	WGS	-1	ZNF529	WGS	chr19_37063154_37065154	0.997125	0.179	0.5315
chr19	37096221	ZNF382	WGS	1	ZNF382	WGS	chr19_37095221_37097221	1	0.0195	0.5515
chr19	37157739	ZNF461	WGS	-1	ZNF461	WGS	chr19_37156739_37158739	0.764458	0.3885	0.5245
chr19	37202142	ZNF567	WGS	1	ZNF567	WGS	chr19_37201142_37203142	0.911333	0.613	0.405
chr19	37263716	ZNF850	WGS	-1	ZNF850	WGS	chr19_37262716_37264716	0.956458	0.2365	0.529
chr19	37264055	CTD-2162K18.4	WGS	1	CTD-2162K18.4	WGS	chr19_37263055_37265055	0.953458	0.067	0.485
chr19	37329286	ZNF790	WGS	-1	ZNF790	WGS	chr19_37328286_37330286	0.99325	0.307	0.506
chr19	37342065	ZNF345	WGS	1	ZNF345	WGS	chr19_37341065_37343065	0.989542	0.1755	0.5155
chr19	37406923	ZNF829	WGS	-1	ZNF829	WGS	chr19_37405923_37407923	0.914917	0.1885	0.5425
chr19	37407243	ZNF568	WGS	1	ZNF568	WGS	chr19_37406243_37408243	0.914917	0.2045	0.542
chr19	37569382	ZNF420	WGS	1	ZNF420	WGS	chr19_37568382_37570382	1	0.039	0.5045
chr19	37697976	CTC-454I21.3	WGS	-1	CTC-454I21.3	WGS	chr19_37696976_37698976	0.899042	0.6005	0.4195
chr19	37663615	ZNF585A	WGS	-1	ZNF585A	WGS	chr19_37662615_37664615	0.954208	0.2515	0.432
chr19	37701451	ZNF585B	WGS	-1	ZNF585B	WGS	chr19_37700451_37702451	0.807167	0.353	0.47
chr19	37709182	ZNF383	WGS	1	ZNF383	WGS	chr19_37708182_37710182	0.997	0.2385	0.4885
chr19	37825580	HKR1	WGS	1	HKR1	WGS	chr19_37824580_37826580	0.997583	0.1925	0.5335
chr19	37862063	ZNF527	WGS	1	ZNF527	WGS	chr19_37861063_37863063	0.863833	0.4835	0.5225
chr19	37958339	ZNF569	WGS	-1	ZNF569	WGS	chr19_37957339_37959339	0.939833	0.3155	0.5565
chr19	37959982	ZNF570	WGS	1	ZNF570	WGS	chr19_37958982_37960982	0.894167	0.375	0.5765
chr19	38014307	ZNF793	WGS	1	ZNF793	WGS	chr19_38013307_38015307	0.865125	0.7315	0.4295
chr19	38042308	ZNF540	WGS	1	ZNF540	WGS	chr19_38041308_38043308	1	0.9495	0.548
chr19	38085672	ZNF571	WGS	-1	ZNF571	WGS	chr19_38084672_38086672	1	0.0895	0.51
chr19	38146313	ZFP30	WGS	-1	ZFP30	WGS	chr19_38145313_38147313	1	0	0.598
chr19	38183223	ZNF781	WGS	-1	ZNF781	WGS	chr19_38182223_38184223	0.908292	0.2125	0.4855
chr19	38210691	ZNF607	WGS	-1	ZNF607	WGS	chr19_38209691_38211691	0.992833	0.301	0.489
chr19	38264391	ZNF573	WGS	-1	ZNF573	WGS	chr19_38263391_38265391	0.915875	0.26	0.4045
chr19	38397317	WDR87	WGS	-1	WDR87	WGS	chr19_38396317_38398317	0.998417	0.2555	0.6135
chr19	38397868	SIPA1L3	WGS	1	SIPA1L3	WGS	chr19_38396868_38398868	1	0.316	0.6105
chr19	38714890	DPF1	WGS	-1	DPF1	WGS	chr19_38713890_38715890	0.927667	0.418	0.5705
chr19	38755098	SPINT2	WGS	1	SPINT2	WGS	chr19_38754098_38756098	0.952958	0.2775	0.6235
chr19	38747231	PPP1R14A	WGS	-1	PPP1R14A	WGS	chr19_38746231_38748231	0.837208	0.384	0.589
chr19	38779791	CTB-102L5.4	WGS	1	CTB-102L5.4	WGS	chr19_38778791_38780791	0.911875	0.2295	0.5695
chr19	38794801	C19orf33	WGS	1	C19orf33	WGS	chr19_38793801_38795801	0.9115	0.319	0.604
chr19	38806603	YIF1B	WGS	-1	YIF1B	WGS	chr19_38805603_38807603	0.885875	0.5015	0.5675
chr19	38810484	KCNK6	WGS	1	KCNK6	WGS	chr19_38809484_38811484	0.936792	0.4065	0.605
chr19	38826415	CATSPERG	WGS	1	CATSPERG	WGS	chr19_38825415_38827415	0.920833	0.37	0.5765
chr19	38865176	PSMD8	WGS	1	PSMD8	WGS	chr19_38864176_38866176	0.941583	0.4195	0.543
chr19	38878666	GGN	WGS	-1	GGN	WGS	chr19_38877666_38879666	1	0.061	0.652
chr19	38880840	SPRED3	WGS	1	SPRED3	WGS	chr19_38879840_38881840	1	0.0405	0.587
chr19	38893775	FAM98C	WGS	1	FAM98C	WGS	chr19_38892775_38894775	0.8325	0.455	0.61
chr19	38916802	RASGRP4	WGS	-1	RASGRP4	WGS	chr19_38915802_38917802	0.881875	0.3675	0.5395
chr19	38924470	RYR1	WGS	1	RYR1	WGS	chr19_38923470_38925470	0.939583	0.3465	0.556
chr19	39108564	MAP4K1	WGS	-1	MAP4K1	WGS	chr19_39107564_39109564	0.907667	0.154	0.5865
chr19	39109737	EIF3K	WGS	1	EIF3K	WGS	chr19_39108737_39110737	0.992	0.158	0.578
chr19	39138310	ACTN4	WGS	1	ACTN4	WGS	chr19_39137310_39139310	0.808542	0.401	0.589
chr19	39235114	CAPN12	WGS	-1	CAPN12	WGS	chr19_39234114_39236114	0.8645	0.506	0.5835
chr19	39264132	LGALS7	WGS	-1	LGALS7	WGS	chr19_39263132_39265132	0.715	0.0295	0.58
chr19	39279851	LGALS7B	WGS	1	LGALS7B	WGS	chr19_39278851_39280851	0.7085	0.0295	0.585
chr19	39304004	LGALS4	WGS	-1	LGALS4	WGS	chr19_39303004_39305004	0.909542	0.4465	0.5275
chr19	39322645	ECH1	WGS	-1	ECH1	WGS	chr19_39321645_39323645	0.920542	0.2635	0.532
chr19	39330818	AC104534.3	WGS	-1	AC104534.3	WGS	chr19_39329818_39331818	0.97425	0.1885	0.5335
chr19	39340973	HNRNPL	WGS	-1	HNRNPL	WGS	chr19_39339973_39341973	0.999	0.059	0.6355
chr19	39368919	RINL	WGS	-1	RINL	WGS	chr19_39367919_39369919	0.99325	0.2955	0.566
chr19	39390463	SIRT2	WGS	-1	SIRT2	WGS	chr19_39389463_39391463	0.988167	0.134	0.548
chr19	39390639	NFKBIB	WGS	1	NFKBIB	WGS	chr19_39389639_39391639	1	0.1765	0.5295
chr19	39402798	CCER2	WGS	-1	CCER2	WGS	chr19_39401798_39403798	0.971042	0.3685	0.6315
chr19	39421401	SARS2	WGS	-1	SARS2	WGS	chr19_39420401_39422401	0.975292	0.152	0.5535
chr19	39440495	CTC-360G5.8	WGS	-1	CTC-360G5.8	WGS	chr19_39439495_39441495	0.839125	0.5055	0.577
chr19	39421594	MRPS12	WGS	1	MRPS12	WGS	chr19_39420594_39422594	0.943542	0.2225	0.5585
chr19	39466550	FBXO17	WGS	-1	FBXO17	WGS	chr19_39465550_39467550	1	0.0985	0.59
chr19	39523236	FBXO27	WGS	-1	FBXO27	WGS	chr19_39522236_39524236	0.92725	0.4165	0.6165
chr19	39574945	PAPL	WGS	1	PAPL	WGS	chr19_39573945_39575945	1	0.2065	0.59
chr19	39616454	PAK4	WGS	1	PAK4	WGS	chr19_39615454_39617454	0.906333	0.4265	0.536
chr19	39687601	NCCRP1	WGS	1	NCCRP1	WGS	chr19_39686601_39688601	0.890083	0.435	0.6225
chr19	39694906	SYCN	WGS	-1	SYCN	WGS	chr19_39693906_39695906	0.976792	0.129	0.5915
chr19	39735646	IFNL3	WGS	-1	IFNL3	WGS	chr19_39734646_39736646	0.6635	0.3255	0.559
chr19	39759154	IFNL2	WGS	1	IFNL2	WGS	chr19_39758154_39760154	0.683375	0.396	0.5545
chr19	39786965	IFNL1	WGS	1	IFNL1	WGS	chr19_39785965_39787965	0.8655	0.329	0.5085
chr19	39805976	LRFN1	WGS	-1	LRFN1	WGS	chr19_39804976_39806976	0.894375	0.3555	0.5905
chr19	39826825	GMFG	WGS	-1	GMFG	WGS	chr19_39825825_39827825	0.819583	0.4055	0.544
chr19	39833108	SAMD4B	WGS	1	SAMD4B	WGS	chr19_39832108_39834108	1	0.2495	0.676
chr19	39881835	PAF1	WGS	-1	PAF1	WGS	chr19_39880835_39882835	0.911	0.143	0.5765
chr19	39881951	MED29	WGS	1	MED29	WGS	chr19_39880951_39882951	0.911	0.143	0.5705
chr19	39897453	ZFP36	WGS	1	ZFP36	WGS	chr19_39896453_39898453	0.994042	0.2255	0.5995
chr19	39903225	PLEKHG2	WGS	1	PLEKHG2	WGS	chr19_39902225_39904225	0.994333	0.1385	0.588
chr19	39926588	RPS16	WGS	-1	RPS16	WGS	chr19_39925588_39927588	0.925583	0.2065	0.5595
chr19	39932283	SUPT5H	WGS	1	SUPT5H	WGS	chr19_39931283_39933283	0.786042	0.654	0.5055
chr19	39930212	AC011500.1	WGS	1	AC011500.1	WGS	chr19_39929212_39931212	0.909042	0.5385	0.486
chr19	39971052	TIMM50	WGS	1	TIMM50	WGS	chr19_39970052_39972052	0.797083	0.49	0.5455
chr19	39989608	DLL3	WGS	1	DLL3	WGS	chr19_39988608_39990608	1	0.0945	0.5955
chr19	40005753	SELV	WGS	1	SELV	WGS	chr19_40004753_40006753	0.96925	0.5265	0.625
chr19	40023494	EID2B	WGS	-1	EID2B	WGS	chr19_40022494_40024494	0.966375	0.4385	0.5275
chr19	40030870	EID2	WGS	-1	EID2	WGS	chr19_40029870_40031870	0.946125	0.4545	0.525
chr19	40093164	LGALS13	WGS	1	LGALS13	WGS	chr19_40092164_40094164	0.945667	0.154	0.4555
chr19	40146534	LGALS16	WGS	1	LGALS16	WGS	chr19_40145534_40147534	0.902292	0.1745	0.458
chr19	40195121	LGALS14	WGS	1	LGALS14	WGS	chr19_40194121_40196121	0.956917	0.1525	0.461
chr19	40228668	CLC	WGS	-1	CLC	WGS	chr19_40227668_40229668	0.989667	0.178	0.485
chr19	40267235	LEUTX	negativeControl	1	LEUTX	WGS	chr19_40266235_40268235	0.954083	0.666	0.4495
chr19	40324274	DYRK1B	WGS	-1	DYRK1B	WGS	chr19_40323274_40325274	1	0.012	0.6205
chr19	40337054	FBL	WGS	-1	FBL	WGS	chr19_40336054_40338054	1	0.402	0.562
chr19	40440533	FCGBP	WGS	-1	FCGBP	WGS	chr19_40439533_40441533	0.952542	0.284	0.5465
chr19	40476912	PSMC4	WGS	1	PSMC4	WGS	chr19_40475912_40477912	0.985125	0.2215	0.5495
chr19	40502983	ZNF546	WGS	1	ZNF546	WGS	chr19_40501983_40503983	1	0.0655	0.505
chr19	40562116	ZNF780B	WGS	-1	ZNF780B	WGS	chr19_40561116_40563116	0.985167	0.09	0.4675
chr19	40596845	ZNF780A	WGS	-1	ZNF780A	WGS	chr19_40595845_40597845	0.945	0.1085	0.459
chr19	40697651	MAP3K10	WGS	1	MAP3K10	WGS	chr19_40696651_40698651	0.9995	0.0995	0.7085
chr19	40724306	TTC9B	WGS	-1	TTC9B	WGS	chr19_40723306_40725306	0.889875	0.354	0.6085
chr19	40732597	CNTD2	WGS	-1	CNTD2	WGS	chr19_40731597_40733597	0.911042	0.508	0.554
chr19	40791302	AKT2	WGS	-1	AKT2	WGS	chr19_40790302_40792302	0.948375	0.282	0.596
chr19	40854434	C19orf47	WGS	-1	C19orf47	WGS	chr19_40853434_40855434	1	0.427	0.523
chr19	40854592	PLD3	WGS	1	PLD3	WGS	chr19_40853592_40855592	0.993	0.43	0.535
chr19	40896094	HIPK4	WGS	-1	HIPK4	WGS	chr19_40895094_40897094	0.875083	0.3785	0.5605
chr19	40919273	PRX	WGS	-1	PRX	WGS	chr19_40918273_40920273	0.920125	0.553	0.5415
chr19	40931932	SERTAD1	WGS	-1	SERTAD1	WGS	chr19_40930932_40932932	0.930375	0.449	0.576
chr19	40950612	SERTAD3	WGS	-1	SERTAD3	WGS	chr19_40949612_40951612	0.906708	0.2815	0.59
chr19	40971747	BLVRB	WGS	-1	BLVRB	WGS	chr19_40970747_40972747	1	0.066	0.5895
chr19	40972148	SPTBN4	WGS	1	SPTBN4	WGS	chr19_40971148_40973148	1	0.062	0.643
chr19	41082757	SHKBP1	WGS	1	SHKBP1	WGS	chr19_41081757_41083757	0.982708	0.0485	0.612
chr19	41103141	LTBP4	WGS	1	LTBP4	WGS	chr19_41102141_41104141	0.98175	0.104	0.6135
chr19	41196556	NUMBL	WGS	-1	NUMBL	WGS	chr19_41195556_41197556	1	0.0615	0.673
chr19	41222790	ADCK4	WGS	-1	ADCK4	WGS	chr19_41221790_41223790	1	0.193	0.609
chr19	41223008	ITPKC	WGS	1	ITPKC	WGS	chr19_41222008_41224008	1	0.1745	0.6045
chr19	41255828	C19orf54	WGS	-1	C19orf54	WGS	chr19_41254828_41256828	0.896167	0.178	0.5465
chr19	41256764	SNRPA	WGS	1	SNRPA	WGS	chr19_41255764_41257764	1	0.165	0.551
chr19	41281282	MIA	WGS	1	MIA	WGS	chr19_41280282_41282282	0.8795	0.413	0.5085
chr19	41284121	RAB4B	WGS	1	RAB4B	WGS	chr19_41283121_41285121	1	0.114	0.569
chr19	41305450	EGLN2	WGS	1	EGLN2	WGS	chr19_41304450_41306450	1	0.179	0.661
chr19	41356352	CYP2A6	WGS	-1	CYP2A6	WGS	chr19_41355352_41357352	0.756083	0.0745	0.542
chr19	41388657	CYP2A7	WGS	-1	CYP2A7	WGS	chr19_41387657_41389657	0.719	0.0615	0.52
chr19	41497204	CYP2B6	WGS	1	CYP2B6	WGS	chr19_41496204_41498204	0.8425	0.5145	0.466
chr19	41594377	CYP2A13	WGS	1	CYP2A13	WGS	chr19_41593377_41595377	0.84475	0.0745	0.5535
chr19	41620337	CYP2F1	WGS	1	CYP2F1	WGS	chr19_41619337_41621337	0.875917	0.4485	0.522
chr19	41698954	CYP2S1	WGS	1	CYP2S1	WGS	chr19_41697954_41699954	1	0.33	0.5685
chr19	41725108	AXL	WGS	1	AXL	WGS	chr19_41724108_41726108	0.967417	0.3165	0.608
chr19	41770236	HNRNPUL1	WGS	1	HNRNPUL1	WGS	chr19_41769236_41771236	1	0.02	0.6155
chr19	41859816	TGFB1	WGS	-1	TGFB1	WGS	chr19_41858816_41860816	1	0.166	0.6825
chr19	41816094	CCDC97	WGS	1	CCDC97	WGS	chr19_41815094_41817094	0.978292	0.3565	0.522
chr19	41882662	CTC-435M10.3	WGS	1	CTC-435M10.3	WGS	chr19_41881662_41883662	0.891542	0.375	0.5595
chr19	41882129	TMEM91	WGS	1	TMEM91	WGS	chr19_41881129_41883129	0.774625	0.56	0.555
chr19	41870078	B9D2	WGS	-1	B9D2	WGS	chr19_41869078_41871078	0.991667	0.247	0.536
chr19	41903365	BCKDHA	WGS	1	BCKDHA	WGS	chr19_41902365_41904365	0.9955	0.0345	0.5145
chr19	41903384	EXOSC5	WGS	-1	EXOSC5	WGS	chr19_41902384_41904384	1	0.025	0.513
chr19	41934635	B3GNT8	WGS	-1	B3GNT8	WGS	chr19_41933635_41935635	0.995417	0.4275	0.569
chr19	41945444	ATP5SL	WGS	-1	ATP5SL	WGS	chr19_41944444_41946444	0.965167	0.2655	0.476
chr19	41949063	C19orf69	WGS	1	C19orf69	WGS	chr19_41948063_41950063	0.937875	0.351	0.548
chr19	42082601	CEACAM21	WGS	1	CEACAM21	WGS	chr19_42081601_42083601	0.972375	0.2215	0.5145
chr19	42133442	CEACAM4	WGS	-1	CEACAM4	WGS	chr19_42132442_42134442	0.956208	0.183	0.5635
chr19	42192296	CEACAM7	WGS	-1	CEACAM7	WGS	chr19_42191296_42193296	0.94175	0.292	0.5365
chr19	42212537	CEACAM5	WGS	1	CEACAM5	WGS	chr19_42211537_42213537	0.975958	0.177	0.559
chr19	42212531	CEA	WGS	1	CEA	WGS	chr19_42211531_42213531	0.975958	0.177	0.559
chr19	42259329	CEACAM6	WGS	1	CEACAM6	WGS	chr19_42258329_42260329	0.973917	0.398	0.4635
chr19	42300369	CEACAM3	WGS	1	CEACAM3	WGS	chr19_42299369_42301369	0.9545	0.35	0.474
chr19	42348736	LYPD4	WGS	-1	LYPD4	WGS	chr19_42347736_42349736	0.959417	0.164	0.558
chr19	42349118	DMRTC2	WGS	1	DMRTC2	WGS	chr19_42348118_42350118	0.895667	0.323	0.5705
chr19	42363988	RPS19	WGS	1	RPS19	WGS	chr19_42362988_42364988	1	0.0845	0.555
chr19	42381190	CD79A	WGS	1	CD79A	WGS	chr19_42380190_42382190	0.888083	0.3475	0.5465
chr19	42388515	ARHGEF1	WGS	1	ARHGEF1	WGS	chr19_42387515_42389515	0.997625	0.1265	0.574
chr19	42463542	RABAC1	WGS	-1	RABAC1	WGS	chr19_42462542_42464542	0.885583	0.3025	0.6125
chr19	42498382	ATP1A3	WGS	-1	ATP1A3	WGS	chr19_42497382_42499382	0.986917	0.0245	0.639
chr19	42569922	GRIK5	WGS	-1	GRIK5	WGS	chr19_42568922_42570922	1	0.31	0.584
chr19	42574518	ZNF574	WGS	1	ZNF574	WGS	chr19_42573518_42575518	1	0.238	0.6325
chr19	42636579	POU2F2	WGS	-1	POU2F2	WGS	chr19_42635579_42637579	1	0.252	0.587
chr19	42724275	DEDD2	WGS	-1	DEDD2	WGS	chr19_42723275_42725275	0.874292	0.4005	0.546
chr19	42724423	ZNF526	WGS	1	ZNF526	WGS	chr19_42723423_42725423	0.908833	0.3555	0.5445
chr19	42746745	GSK3A	WGS	-1	GSK3A	WGS	chr19_42745745_42747745	1	0.034	0.5985
chr19	42759284	AC006486.9	WGS	-1	AC006486.9	WGS	chr19_42758284_42760284	1	0.0635	0.68
chr19	42746927	AC006486.1	WGS	1	AC006486.1	WGS	chr19_42745927_42747927	0.9895	0.05	0.6045
chr19	42759309	ERF	WGS	-1	ERF	WGS	chr19_42758309_42760309	1	0.0635	0.681
chr19	42788817	CIC	WGS	1	CIC	WGS	chr19_42787817_42789817	1	0.2605	0.705
chr19	42806929	PAFAH1B3	WGS	-1	PAFAH1B3	WGS	chr19_42805929_42807929	0.99	0.074	0.5775
chr19	42812926	PRR19	WGS	1	PRR19	WGS	chr19_42811926_42813926	0.615792	0.7585	0.518
chr19	42817488	TMEM145	WGS	1	TMEM145	WGS	chr19_42816488_42818488	0.919208	0.172	0.6085
chr19	42829761	MEGF8	WGS	1	MEGF8	WGS	chr19_42828761_42830761	1	0.0975	0.6295
chr19	42894439	CNFN	WGS	-1	CNFN	WGS	chr19_42893439_42895439	0.964583	0.185	0.582
chr19	42931578	LIPE	WGS	-1	LIPE	WGS	chr19_42930578_42932578	0.93025	0.177	0.485
chr19	42947200	CXCL17	WGS	-1	CXCL17	WGS	chr19_42946200_42948200	0.771458	0.218	0.483
chr19	43032661	CEACAM1	WGS	-1	CEACAM1	WGS	chr19_43031661_43033661	0.97725	0.1805	0.547
chr19	43099082	CEACAM8	WGS	-1	CEACAM8	WGS	chr19_43098082_43100082	0.975583	0.22	0.552
chr19	43244721	PSG3	WGS	-1	PSG3	WGS	chr19_43243721_43245721	0.631167	0.1965	0.5335
chr19	43269831	PSG8	WGS	-1	PSG8	WGS	chr19_43268831_43270831	0.630208	0.254	0.5305
chr19	43383871	PSG1	negativeControl	-1	PSG1	WGS	chr19_43382871_43384871	0.701292	0.2135	0.5245
chr19	43421989	PSG6	WGS	-1	PSG6	WGS	chr19_43420989_43422989	0.703375	0.2675	0.5215
chr19	43530628	PSG11	negativeControl	-1	PSG11	WGS	chr19_43529628_43531628	0.698708	0.2365	0.5215
chr19	43586820	PSG2	negativeControl	-1	PSG2	WGS	chr19_43585820_43587820	0.629	0.218	0.5205
chr19	43690688	PSG5	WGS	-1	PSG5	WGS	chr19_43689688_43691688	0.657667	0.246	0.5355
chr19	43709926	PSG4	WGS	-1	PSG4	WGS	chr19_43708926_43710926	0.7265	0.1595	0.5305
chr19	43773680	PSG9	WGS	-1	PSG9	WGS	chr19_43772680_43774680	0.636125	0.251	0.5395
chr19	43905648	TEX101	WGS	1	TEX101	WGS	chr19_43904648_43906648	0.900708	0.159	0.377
chr19	43969812	LYPD3	WGS	-1	LYPD3	WGS	chr19_43968812_43970812	0.875583	0.5275	0.5495
chr19	44009087	PHLDB3	WGS	-1	PHLDB3	WGS	chr19_44008087_44010087	0.942958	0.3435	0.6045
chr19	44031396	ETHE1	WGS	-1	ETHE1	WGS	chr19_44030396_44032396	0.957833	0.333	0.5615
chr19	44037356	ZNF575	WGS	1	ZNF575	WGS	chr19_44036356_44038356	0.96025	0.215	0.5925
chr19	44080158	XRCC1	WGS	-1	XRCC1	WGS	chr19_44079158_44081158	0.98575	0.217	0.557
chr19	44097188	L34079.2	WGS	-1	L34079.2	WGS	chr19_44096188_44098188	1	0.0335	0.6315
chr19	44085189	PINLYP	WGS	1	PINLYP	WGS	chr19_44084189_44086189	0.928417	0.204	0.5585
chr19	44100287	IRGQ	WGS	-1	IRGQ	WGS	chr19_44099287_44101287	0.98	0.1565	0.5895
chr19	44100757	ZNF576	WGS	1	ZNF576	WGS	chr19_44099757_44101757	0.987875	0.207	0.57
chr19	44100769	SRRM5	WGS	1	SRRM5	WGS	chr19_44099769_44101769	0.990125	0.207	0.5695
chr19	44124026	ZNF428	WGS	-1	ZNF428	WGS	chr19_44123026_44125026	1	0.326	0.582
chr19	44143991	CADM4	WGS	-1	CADM4	WGS	chr19_44142991_44144991	1	0.419	0.679
chr19	44174502	PLAUR	WGS	-1	PLAUR	WGS	chr19_44173502_44175502	0.853417	0.608	0.492
chr19	44220162	IRGC	WGS	1	IRGC	WGS	chr19_44219162_44221162	0.794	0.5145	0.5405
chr19	44259142	SMG9	WGS	-1	SMG9	WGS	chr19_44258142_44260142	0.957292	0.1275	0.581
chr19	44285409	KCNN4	WGS	-1	KCNN4	WGS	chr19_44284409_44286409	0.93925	0.265	0.573
chr19	44306613	LYPD5	WGS	-1	LYPD5	WGS	chr19_44305613_44307613	0.972	0.208	0.516
chr19	44331444	ZNF283	WGS	1	ZNF283	WGS	chr19_44330444_44332444	0.997	0.0625	0.4855
chr19	44388116	ZNF404	WGS	-1	ZNF404	WGS	chr19_44387116_44389116	0.964375	0.527	0.374
chr19	44439411	ZNF45	WGS	-1	ZNF45	WGS	chr19_44438411_44440411	1	0.1165	0.4645
chr19	44455397	ZNF221	WGS	1	ZNF221	WGS	chr19_44454397_44456397	0.748625	0.5505	0.474
chr19	44488346	ZNF155	WGS	1	ZNF155	WGS	chr19_44487346_44489346	0.9775	0.476	0.4735
chr19	44507100	ZNF230	WGS	1	ZNF230	WGS	chr19_44506100_44508100	0.997	0.348	0.501
chr19	44529552	ZNF222	WGS	1	ZNF222	WGS	chr19_44528552_44530552	0.927375	0.313	0.4795
chr19	44556162	ZNF223	WGS	1	ZNF223	WGS	chr19_44555162_44557162	0.9985	0.454	0.478
chr19	44576297	ZNF284	WGS	1	ZNF284	WGS	chr19_44575297_44577297	0.99325	0.4265	0.502
chr19	44598545	ZNF224	WGS	1	ZNF224	WGS	chr19_44597545_44599545	0.98725	0.4575	0.4715
chr19	44617511	ZNF225	WGS	1	ZNF225	WGS	chr19_44616511_44618511	0.98575	0.43	0.4825
chr19	44645759	ZNF234	WGS	1	ZNF234	WGS	chr19_44644759_44646759	0.99975	0.241	0.4885
chr19	44669308	ZNF226	WGS	1	ZNF226	WGS	chr19_44668308_44670308	1	0.4665	0.454
chr19	44716691	ZNF227	WGS	1	ZNF227	WGS	chr19_44715691_44717691	0.917875	0.259	0.453
chr19	44809178	ZNF235	WGS	-1	ZNF235	WGS	chr19_44808178_44810178	0.984	0.3715	0.4625
